Symbol,Company Name,Industry,Market Cap
LAND,Gladstone Land Corporation,REIT - Industrial,497795376
LANV,Lanvin Group Holdings Limited,Luxury Goods,320497400
LARK,"Landmark Bancorp, Inc.",Banks - Regional,111664266
LASE,Laser Photonics Corporation,Specialty Industrial Machinery,8913691
LASR,"nLIGHT, Inc.",Semiconductors,634930960
LATG,Chenghe Acquisition I Co.,Shell Companies,91574989
LAUR,"Laureate Education, Inc.",Education & Training Services,2091407430
LAW,"CS Disco, Inc.",Software - Application,504419968
LAZ,Lazard Ltd,Capital Markets,3456385146
LAZR,"Luminar Technologies, Inc.",Auto Parts,944594417
LBAI,"Lakeland Bancorp, Inc.",Banks - Regional,943589653
LBBB,Lakeshore Acquisition II Corp.,Shell Companies,63080936
LBC,Luther Burbank Corporation,Banks - Regional,509659830
LBPH,"Longboard Pharmaceuticals, Inc.",Biotechnology,594743940
LBRDA,Liberty Broadband Corporation,Telecom Services,11494754471
LBRDK,Liberty Broadband Corporation,Telecom Services,11514108546
LBRT,Liberty Energy Inc.,Oil & Gas Equipment & Services,2920290560
LBTYA,Liberty Global plc,Telecom Services,7767349758
LBTYB,Liberty Global plc,Telecom Services,7385015201
LBTYK,Liberty Global plc,Telecom Services,7808713849
LC,LendingClub Corporation,Credit Services,927630540
LCA,"Landcadia Holdings IV, Inc.",Shell Companies,142906590
LCAA,L Catterton Asia Acquisition Corp,Shell Companies,313488830
LCFY,Locafy Limited,Internet Content & Information,10720483
LCID,"Lucid Group, Inc.",Auto Manufacturers,6479086900
LCII,LCI Industries,Recreational Vehicles,2960445740
LCNB,LCNB Corp.,Banks - Regional,202773394
LCTX,"Lineage Cell Therapeutics, Inc.",Biotechnology,180236610
LCUT,"Lifetime Brands, Inc.","Furnishings, Fixtures & Appliances",170368902
LCW,Learn CW Investment Corporation,Shell Companies,164765546
LDI,"loanDepot, Inc.",Mortgage Finance,924674763
LDOS,"Leidos Holdings, Inc.",Information Technology Services,15300292620
LDTC,LeddarTech Holdings Inc.,Software - Application,131770722
LDWY,"Lendway, Inc.",Advertising Agencies,8623781
LE,"Lands' End, Inc.",Specialty Retail,285841413
LEA,Lear Corporation,Auto Parts,7618064524
LECO,"Lincoln Electric Holdings, Inc.",Tools & Accessories,12771549016
LEDS,SemiLEDs Corporation,Semiconductors,5913146
LEE,"Lee Enterprises, Incorporated",Publishing,64552420
LEG,"Leggett & Platt, Incorporated","Furnishings, Fixtures & Appliances",3067670167
LEGH,Legacy Housing Corporation,Residential Construction,580280922
LEGN,Legend Biotech Corporation,Biotechnology,10216537641
LEJU,Leju Holdings Limited,Real Estate Services,19045248
LEN,Lennar Corporation,Residential Construction,43728151158
LEN.B,Lennar Corporation,Residential Construction,43635180919
LESL,"Leslie's, Inc.",Home Improvement Retail,1312458080
LEU,Centrus Energy Corp.,Uranium,841334323
LEV,The Lion Electric Company,Farm & Heavy Construction Machinery,407133000
LEVI,Levi Strauss & Co.,Apparel Manufacturing,6290252765
LEXX,Lexaria Bioscience Corp.,Biotechnology,15913985
LFCR,"Lifecore Biomedical, Inc.",Drug Manufacturers - Specialty & Generic,206797404
LFLY,"Leafly Holdings, Inc.",Pharmaceutical Retailers,10061066
LFMD,"LifeMD, Inc.",Pharmaceutical Retailers,238355456
LFST,"LifeStance Health Group, Inc.",Medical Care Facilities,2676751490
LFT,"Lument Finance Trust, Inc.",REIT - Mortgage,129011064
LFUS,"Littelfuse, Inc.",Electronic Components,6032478496
LFVN,LifeVantage Corporation,Packaged Foods,71579257
LGCB,Linkage Global Inc,Internet Retail,31175000
LGF.A,Lions Gate Entertainment Corp.,Entertainment,2411966906
LGF.B,Lions Gate Entertainment Corp.,Entertainment,2376626949
LGHL,Lion Group Holding Ltd.,Capital Markets,1183815
LGIH,"LGI Homes, Inc.",Residential Construction,2980126433
LGL,"The LGL Group, Inc.",Electronic Components,32064111
LGMK,"LogicMark, Inc.",Security & Protection Services,2171914
LGND,Ligand Pharmaceuticals Incorporated,Biotechnology,1279628040
LGO,Largo Inc.,Other Industrial Metals & Mining,132585570
LGST,Semper Paratus Acquisition Corporation,Shell Companies,166530959
LGVC,LAMF Global Ventures Corp. I,Shell Companies,135287808
LGVN,Longeveron Inc.,Biotechnology,22016593
LH,Laboratory Corporation of America Holdings,Diagnostics & Research,19167873000
LHX,"L3Harris Technologies, Inc.",Aerospace & Defense,39200662800
LI,Li Auto Inc.,Auto Manufacturers,27192069973
LIAN,LianBio,Biotechnology,440463299
LIBY,Liberty Resources Acquisition Corp.,Shell Companies,79975091
LICN,Lichen China Limited,Specialty Business Services,45090000
LICY,Li-Cycle Holdings Corp.,Waste Management,87057300
LIDR,"AEye, Inc.",Auto Parts,8090158
LIFE,"aTyr Pharma, Inc.",Biotechnology,90768155
LIFW,"MSP Recovery, Inc.",Health Information Services,177378551
LII,Lennox International Inc.,Building Products & Equipment,16157769208
LILA,Liberty Latin America Ltd.,Telecom Services,1472417024
LILAK,Liberty Latin America Ltd.,Telecom Services,1466658342
LILM,Lilium N.V.,Aerospace & Defense,469915766
LIN,Linde plc,Specialty Chemicals,197093231796
LINC,Lincoln Educational Services Corporation,Education & Training Services,293521176
LIND,"Lindblad Expeditions Holdings, Inc.",Travel Services,509858265
LINK,"Interlink Electronics, Inc.",Electronic Components,85456410
LIPO,Lipella Pharmaceuticals Inc.,Biotechnology,5573528
LIQT,"LiqTech International, Inc.",Pollution & Treatment Controls,19358308
LITB,"LightInTheBox Holding Co., Ltd.",Internet Retail,118948925
LITE,Lumentum Holdings Inc.,Communication Equipment,3630060000
LITM,Snow Lake Resources Ltd.,Other Industrial Metals & Mining,18367668
LIVE,Live Ventures Incorporated,Home Improvement Retail,83740882
LIVN,LivaNova PLC,Medical Devices,2735559224
LIXT,"Lixte Biotechnology Holdings, Inc.",Biotechnology,4813481
LIZI,Lizhi Inc.,Internet Content & Information,14552390
LKCO,Luokung Technology Corp.,Internet Content & Information,7405528
LKFN,Lakeland Financial Corporation,Banks - Regional,1664250448
LKQ,LKQ Corporation,Auto Parts,12922307420
LL,"LL Flooring Holdings, Inc.",Home Improvement Retail,88267608
LLAP,Terran Orbital Corporation,Aerospace & Defense,174898223
LLY,Eli Lilly and Company,Drug Manufacturers - General,598898800160
LMAT,"LeMaitre Vascular, Inc.",Medical Instruments & Supplies,1310634584
LMB,"Limbach Holdings, Inc.",Engineering & Construction,428032260
LMFA,"LM Funding America, Inc.",Credit Services,6754526
LMND,"Lemonade, Inc.",Insurance - Property & Casualty,1203385156
LMNR,Limoneira Company,Farm Products,336669611
LMT,Lockheed Martin Corporation,Aerospace & Defense,113817897240
LNC,Lincoln National Corporation,Insurance - Life,4760715720
LND,BrasilAgro - Companhia Brasileira de Propriedades Agrícolas,Farm Products,497078920
LNG,"Cheniere Energy, Inc.",Oil & Gas Midstream,38668786500
LNKB,"LINKBANCORP, Inc.",Banks - Regional,122093750
LNN,Lindsay Corporation,Farm & Heavy Construction Machinery,1448688097
LNSR,"LENSAR, Inc.",Medical Devices,39707205
LNT,Alliant Energy Corporation,Utilities - Regulated Electric,12365974340
LNTH,"Lantheus Holdings, Inc.",Drug Manufacturers - Specialty & Generic,3757996917
LNW,"Light & Wonder, Inc.",Gambling,7345166418
LNZA,"LanzaTech Global, Inc.",Waste Management,843236983
LOAN,"Manhattan Bridge Capital, Inc.",REIT - Mortgage,56103040
LOB,"Live Oak Bancshares, Inc.",Banks - Regional,1897144505
LOCL,Local Bounti Corporation,Farm Products,17122500
LOCO,"El Pollo Loco Holdings, Inc.",Restaurants,299215964
LODE,Comstock Inc.,Real Estate Services,54793178
LOGI,Logitech International S.A.,Computer Hardware,16094715514
LOMA,Loma Negra Compañía Industrial Argentina SA,Building Materials,1384920539
LOOP,"Loop Industries, Inc.",Specialty Chemicals,171104040
LOPE,"Grand Canyon Education, Inc.",Education & Training Services,3751912710
LOVE,The Lovesac Company,"Furnishings, Fixtures & Appliances",366159960
LOW,"Lowe's Companies, Inc.",Home Improvement Retail,126444344180
LPCN,Lipocine Inc.,Biotechnology,20519104
LPG,Dorian LPG Ltd.,Oil & Gas Midstream,1663705663
LPL,"LG Display Co., Ltd.",Consumer Electronics,3542378400
LPLA,LPL Financial Holdings Inc.,Capital Markets,18313016485
LPRO,Open Lending Corporation,Credit Services,911327940
LPSN,"LivePerson, Inc.",Software - Application,244143444
LPTH,"LightPath Technologies, Inc.",Electronic Components,51428567
LPTV,"Loop Media, Inc.",Broadcasting,56920554
LPTX,"Leap Therapeutics, Inc.",Biotechnology,77718816
LPX,Louisiana-Pacific Corporation,Building Products & Equipment,4917501393
LQDA,Liquidia Corporation,Biotechnology,987831663
LQDT,"Liquidity Services, Inc.",Internet Retail,529312481
LQR,LQR House Inc.,Beverages - Wineries & Distilleries,7804503
LRCX,Lam Research Corporation,Semiconductor Equipment & Materials,109853903680
LRE,"Lead Real Estate Co., Ltd",Real Estate - Development,68345919
LRFC,Logan Ridge Finance Corporation,Asset Management,60500199
LRHC,La Rosa Holding Corp.,Real Estate Services,21028106
LRMR,"Larimar Therapeutics, Inc.",Biotechnology,187039134
LRN,"Stride, Inc.",Education & Training Services,2691247587
LSAK,"Lesaka Technologies, Inc.",Software - Infrastructure,212101062
LSBK,"Lake Shore Bancorp, Inc.",Banks - Regional,66828007
LSCC,Lattice Semiconductor Corporation,Semiconductors,9526692560
LSDI,Lucy Scientific Discovery Inc.,Drug Manufacturers - Specialty & Generic,3532789
LSEA,Landsea Homes Corporation,Real Estate - Development,485668320
LSF,"Laird Superfood, Inc.",Packaged Foods,8797103
LSPD,Lightspeed Commerce Inc.,Software - Application,2839606850
LSTA,"Lisata Therapeutics, Inc.",Biotechnology,23685800
LSTR,"Landstar System, Inc.",Integrated Freight & Logistics,7138755449
LTBR,Lightbridge Corporation,Electrical Equipment & Parts,42258728
LTC,"LTC Properties, Inc.",REIT - Healthcare Facilities,1324760283
LTH,"Life Time Group Holdings, Inc.",Leisure,2828958860
LTRN,Lantern Pharma Inc.,Biotechnology,44997660
LTRX,"Lantronix, Inc.",Communication Equipment,254894652
LTRY,Lottery.com Inc.,Gambling,6697142
LU,Lufax Holding Ltd,Credit Services,1243403457
LUCD,Lucid Diagnostics Inc.,Medical Devices,63874248
LUCY,"Innovative Eyewear, Inc.",Medical Instruments & Supplies,5334820
LULU,Lululemon Athletica Inc.,Apparel Retail,63275427587
LUMN,"Lumen Technologies, Inc.",Telecom Services,1392282000
LUMO,"Lumos Pharma, Inc.",Biotechnology,23506303
LUNA,Luna Innovations Incorporated,Scientific & Technical Instruments,247558194
LUNG,Pulmonx Corporation,Medical Devices,516393188
LUNR,"Intuitive Machines, Inc.",Aerospace & Defense,270605348
LUV,Southwest Airlines Co.,Airlines,17978828400
LUXH,LuxUrban Hotels Inc.,Lodging,37017996
LVLU,"Lulu's Fashion Lounge Holdings, Inc.",Apparel Retail,80928966
LVO,"LiveOne, Inc.",Entertainment,118725070
LVOX,"LiveVox Holdings, Inc.",Software - Infrastructure,352990788
LVRO,Lavoro Limited,Agricultural Inputs,941762901
LVS,Las Vegas Sands Corp.,Resorts & Casinos,36108976170
LVTX,LAVA Therapeutics N.V.,Biotechnology,40222323
LVWR,"LiveWire Group, Inc.",Auto Manufacturers,2304950720
LW,"Lamb Weston Holdings, Inc.",Packaged Foods,15837718100
LWAY,"Lifeway Foods, Inc.",Packaged Foods,200091420
LWLG,"Lightwave Logic, Inc.",Specialty Chemicals,504951840
LX,LexinFintech Holdings Ltd.,Credit Services,312097571
LXEH,"Lixiang Education Holding Co., Ltd.",Education & Training Services,29333479
LXEO,"Lexeo Therapeutics, Inc.",Biotechnology,448976675
LXFR,Luxfer Holdings PLC,Specialty Industrial Machinery,220342200
LXP,LXP Industrial Trust,REIT - Industrial,2771253450
LXRX,"Lexicon Pharmaceuticals, Inc.",Biotechnology,336754489
LXU,"LSB Industries, Inc.",Chemicals,574681439
LYB,LyondellBasell Industries N.V.,Specialty Chemicals,30412181120
LYEL,"Lyell Immunopharma, Inc.",Biotechnology,513812760
LYFT,"Lyft, Inc.",Software - Application,4904790880
LYG,Lloyds Banking Group plc,Banks - Regional,34804136509
LYRA,"Lyra Therapeutics, Inc.",Biotechnology,262815500
LYT,Lytus Technologies Holdings PTV. Ltd.,Software - Application,4470655
LYTS,LSI Industries Inc.,Electronic Components,400272176
LYV,"Live Nation Entertainment, Inc.",Entertainment,20505834750
LZ,"LegalZoom.com, Inc.",Specialty Business Services,2065394660
LZB,La-Z-Boy Incorporated,"Furnishings, Fixtures & Appliances",1528083740
LZM,Lifezone Metals Limited,Other Industrial Metals & Mining,526242941
M,"Macy's, Inc.",Department Stores,5004572980
MA,Mastercard Incorporated,Credit Services,409160110500
MAA,"Mid-America Apartment Communities, Inc.",REIT - Residential,15858930170
MAC,The Macerich Company,REIT - Retail,3451476960
MACA,Moringa Acquisition Corp,Shell Companies,42648394
MACK,"Merrimack Pharmaceuticals, Inc.",Biotechnology,190612510
MAG,MAG Silver Corp.,Silver,944042330
MAIA,"MAIA Biotechnology, Inc.",Biotechnology,17849929
MAIN,Main Street Capital Corporation,Asset Management,3781933232
MAMA,"Mama's Creations, Inc.",Packaged Foods,175258980
MAN,ManpowerGroup Inc.,Staffing & Employment Services,3716790120
MANH,"Manhattan Associates, Inc.",Software - Application,13814615228
MANU,Manchester United plc,Entertainment,3207704878
MAPS,"WM Technology, Inc.",Software - Application,129949722
MAQC,Maquia Capital Acquisition Corporation,Shell Companies,69468615
MAR,"Marriott International, Inc.",Lodging,69716369580
MARA,"Marathon Digital Holdings, Inc.",Capital Markets,3697801250
MARK,"Remark Holdings, Inc.",Software - Infrastructure,11303226
MARPS,Marine Petroleum Trust,Oil & Gas Midstream,9230000
MARX,Mars Acquisition Corp.,Shell Companies,99238560
MAS,Masco Corporation,Building Products & Equipment,15499549040
MASI,Masimo Corporation,Medical Instruments & Supplies,6635282041
MASS,908 Devices Inc.,Medical Devices,268422739
MAT,"Mattel, Inc.",Leisure,6284015070
MATH,Metalpha Technology Holding Limited,Internet Content & Information,51374148
MATV,"Mativ Holdings, Inc.",Paper & Paper Products,730625436
MATW,Matthews International Corporation,Conglomerates,1044108460
MATX,"Matson, Inc.",Marine Shipping,4234109880
MAX,"MediaAlpha, Inc.",Internet Content & Information,735506819
MAXN,"Maxeon Solar Technologies, Ltd.",Solar,251761077
MAYS,"J.W. Mays, Inc.",Real Estate Services,88452426
MBC,"MasterBrand, Inc.","Furnishings, Fixtures & Appliances",1877472000
MBCN,Middlefield Banc Corp.,Banks - Regional,247228319
MBI,MBIA Inc.,Insurance - Specialty,332406750
MBIN,Merchants Bancorp,Banks - Regional,1863220218
MBIO,"Mustang Bio, Inc.",Biotechnology,13789154
MBLY,Mobileye Global Inc.,Auto Parts,23289614593
MBOT,Microbot Medical Inc.,Medical Instruments & Supplies,17410900
MBRX,"Moleculin Biotech, Inc.",Biotechnology,16783199
MBTC,Nocturne Acquisition Corporation,Shell Companies,60791528
MBUU,"Malibu Boats, Inc.",Recreational Vehicles,1088195955
MBWM,Mercantile Bank Corporation,Banks - Regional,661335242
MC,Moelis & Company,Capital Markets,4052565370
MCAA,Mountain & Co. I Acquisition Corp.,Shell Companies,195768710
MCAC,Monterey Capital Acquisition Corporation,Shell Companies,127494564
MCAF,Mountain Crest Acquisition Corp. IV,Shell Companies,61381703
MCAG,Mountain Crest Acquisition Corp. V,Shell Companies,33826258
MCB,Metropolitan Bank Holding Corp.,Banks - Regional,541629792
MCBC,Macatawa Bank Corporation,Banks - Regional,385779375
MCBS,"MetroCity Bankshares, Inc.",Banks - Regional,621582426
MCD,McDonald's Corporation,Restaurants,216449306220
MCFT,"MasterCraft Boat Holdings, Inc.",Recreational Vehicles,369625662
MCHP,Microchip Technology Incorporated,Semiconductors,49094423300
MCHX,"Marchex, Inc.",Advertising Agencies,55445452
MCK,McKesson Corporation,Medical Distribution,64843773840
MCO,Moody's Corporation,Financial Data & Stock Exchanges,71148570000
MCRB,"Seres Therapeutics, Inc.",Biotechnology,161571250
MCRI,"Monarch Casino & Resort, Inc.",Resorts & Casinos,1306505100
MCS,The Marcus Corporation,Entertainment,428252944
MCVT,"Mill City Ventures III, Ltd.",Credit Services,18197991
MCW,"Mister Car Wash, Inc.",Personal Services,2732409139
MCY,Mercury General Corporation,Insurance - Property & Casualty,2269107678
MD,"Pediatrix Medical Group, Inc.",Medical Care Facilities,801588006
MDAI,"Spectral AI, Inc.",Medical Devices,38130066
MDB,"MongoDB, Inc.",Software - Infrastructure,29839663392
MDBH,"MDB Capital Holdings, LLC Class A common",Capital Markets,111129257
MDC,"M.D.C. Holdings, Inc.",Residential Construction,4703674500
MDGL,"Madrigal Pharmaceuticals, Inc.",Biotechnology,4603579468
MDGS,Medigus Ltd.,Medical Devices,5275084
MDIA,MediaCo Holding Inc.,Broadcasting,16342511
MDJH,MDJM Ltd,Real Estate Services,13747548
MDLZ,"Mondelez International, Inc.",Confectioners,99509008000
MDRR,"Medalist Diversified REIT, Inc.",REIT - Diversified,11094050
MDRX,Veradigm Inc,Health Information Services,1036877400
MDT,Medtronic plc,Medical Devices,114974835500
MDU,"MDU Resources Group, Inc.",Conglomerates,3909849600
MDV,Modiv Inc.,REIT - Diversified,104795663
MDVL,"MedAvail Holdings, Inc.",Pharmaceutical Retailers,5059608
MDWD,MediWound Ltd.,Biotechnology,124183409
MDXG,"MiMedx Group, Inc.",Biotechnology,985713190
MDXH,MDxHealth SA,Diagnostics & Research,116713272
ME,23andMe Holding Co.,Diagnostics & Research,346105440
MEC,"Mayville Engineering Company, Inc.",Metal Fabrication,279646668
MED,"Medifast, Inc.",Personal Services,593319922
MEDP,"Medpace Holdings, Inc.",Diagnostics & Research,9198576486
MEDS,"TRxADE HEALTH, Inc.",Pharmaceutical Retailers,5101410
MEG,"Montrose Environmental Group, Inc.",Waste Management,932211616
MEGL,Magic Empire Global Limited,Capital Markets,17829418
MEI,"Methode Electronics, Inc.",Electronic Components,761115172
MEIP,"MEI Pharma, Inc.",Biotechnology,30649156
MELI,"MercadoLibre, Inc.",Internet Retail,88797649850
MEOH,Methanex Corporation,Chemicals,2988866077
MERC,Mercer International Inc.,Paper & Paper Products,576770883
MESA,"Mesa Air Group, Inc.",Airlines,47363496
MESO,Mesoblast Limited,Biotechnology,202926165
MET,"MetLife, Inc.",Insurance - Life,51443205000
META,"Meta Platforms, Inc.",Internet Content & Information,981122189623
METC,"Ramaco Resources, Inc.",Coking Coal,948317365
METCB,"Ramaco Resources, Inc.",Coking Coal,986001397
MFA,"MFA Financial, Inc.",REIT - Mortgage,1168976520
MFC,Manulife Financial Corporation,Insurance - Life,38677593200
MFG,"Mizuho Financial Group, Inc.",Banks - Regional,44629666400
MFH,Mercurity Fintech Holding Inc.,Capital Markets,73995604
MFIC,MidCap Financial Investment Corporation,Asset Management,910283521
MFIN,Medallion Financial Corp.,Credit Services,234337911
MG,"Mistras Group, Inc.",Security & Protection Services,247377765
MGA,Magna International Inc.,Auto Parts,15950307700
